imdb_id,source,rating
tt0068853,IMDb,6.9
tt0398165,IMDb,6.4
tt0398165,Metacritic,48.0
tt0167260,IMDb,8.9
tt0119567,IMDb,6.6
tt0234215,IMDb,7.2
tt0234215,Metacritic,62.0
tt0395699,IMDb,5.6
tt0395699,Metacritic,30.0
tt2452042,IMDb,7.1
tt0107798,IMDb,6.6
tt0107798,Metacritic,50.0
tt7798646,IMDb,6.1
tt7798646,Metacritic,32.0
tt0383216,IMDb,5.7
tt0383216,Metacritic,55.0
tt0069113,IMDb,7.1
tt0069113,Metacritic,22.0
tt0368933,IMDb,5.8
tt0368933,Metacritic,43.0
tt0111070,IMDb,6.5
tt0111070,Metacritic,57.0
tt0304669,IMDb,5.7
tt0452681,IMDb,4.8
tt0452681,Metacritic,57.0
tt0070735,IMDb,8.3
tt0070735,Metacritic,83.0
tt0164184,IMDb,6.4
tt0164184,Metacritic,45.0
tt0088247,IMDb,8.0
tt0088247,Metacritic,38.0
tt0084809,IMDb,5.8
tt0084809,Metacritic,95.0
tt0084917,IMDb,7.2
tt0084917,Metacritic,63.0
tt3501632,IMDb,7.9
tt3501632,Metacritic,74.0
tt0081633,IMDb,7.0
tt0081633,Metacritic,79.0
tt0120338,IMDb,7.8
tt0120338,Metacritic,75.0
tt0073812,IMDb,6.6
tt0073812,Metacritic,46.0
tt0092099,IMDb,6.9
tt0092099,Metacritic,50.0
tt0120363,IMDb,7.9
tt3371366,IMDb,5.2
tt3371366,Metacritic,27.0
tt0942385,IMDb,7.0
tt0942385,Metacritic,71.0
tt0332452,IMDb,7.3
tt0332452,Metacritic,56.0
tt0141926,IMDb,6.6
tt0141926,Metacritic,62.0
tt0217869,IMDb,7.3
tt0217869,Metacritic,62.0
tt10059518,IMDb,6.0
tt10059518,Metacritic,40.0
tt0105699,IMDb,6.3
tt0105699,Metacritic,61.0
tt1270797,IMDb,6.7
tt1270797,Metacritic,35.0
tt3450958,IMDb,7.4
tt3450958,Metacritic,82.0
tt0103241,IMDb,7.0
tt0161081,IMDb,6.6
tt0161081,Metacritic,51.0
tt0207201,IMDb,6.4
tt0207201,Metacritic,47.0
tt0098635,IMDb,7.599999999999999
tt0098635,Metacritic,76.0
tt0114924,IMDb,6.7
tt0114924,Metacritic,67.0
tt0120891,IMDb,4.9
tt0120891,Metacritic,81.0
tt0096446,IMDb,7.3
tt0096446,Metacritic,47.0
tt0816711,IMDb,7.0
tt1772341,IMDb,7.7
tt1772341,Metacritic,72.0
